name,age,overall,potential,diff,hh
Mark Diemers,27,72,72,0,muture
Nuno Miguel Jerónimo Sequeira,30,77,77,0,muture
Conor Washington,29,65,65,0,muture
Carlos Miguel Ribeiro Dias,28,69,69,0,muture
Roberto Ibáñez Castro,28,69,69,0,muture
Adrián Embarba Blázquez,29,77,77,0,muture
Daniel Lovitz,29,69,69,0,muture
Núrio Domingos Matias Fortuna,26,71,71,0,muture
Haifeng Ding,29,67,67,0,muture
Diogo Filipe Rocha Costa,26,76,76,0,muture
Yusuf Erdoğan,28,72,72,0,muture
Hakan Arslan,32,72,72,0,muture
Jesús Imaz Ballesté,30,71,71,0,muture
Bentley Baxter Bahn,28,68,68,0,muture
Romain Gall,26,62,62,0,muture
Gian Marco Ferrari,29,73,73,0,muture
Andrés Ibargüen,29,71,71,0,muture
Jorge Pulido Mayoral,30,72,72,0,muture
Yong Lee,34,69,69,0,muture
Victor Ulloa,29,66,66,0,muture
Julian Riedel,29,66,66,0,muture
Zarek Valentin,29,66,66,0,muture
Mats Haakenstad,27,62,62,0,muture
Perry Kitchen,29,64,64,0,muture
CJ Sapong,32,71,71,0,muture
Justin Meram,32,68,68,0,muture
Magnar Ødegaard,28,65,65,0,muture
Facundo Quignon,28,72,72,0,muture
Daniel Offenbacher,29,65,65,0,muture
Anderson Patric Aguiar Oliveira,33,69,69,0,muture
Jordan Clark,27,69,69,0,muture
Alex Rodman,34,60,60,0,muture
Apostolos Vellios,29,64,64,0,muture
Rubén Díez Adán,27,69,69,0,muture
Jakub Kiełb,27,64,64,0,muture
Dušan Lagator,27,64,64,0,muture
Christofer Gonzáles,28,72,72,0,muture
Marvin Ajani,27,64,64,0,muture
Antonio José Raillo Arenas,29,73,73,0,muture
Stanislav Iljutcenko,30,72,72,0,muture
Wellingt. Edson Sabrão Rolim,33,78,78,0,muture
Claudio Nuno Coíntra Calegari,25,77,77,0,muture
Alberto Marcelo Dutra Cirino,29,78,78,0,muture
Sidney Adrián Pessoa Vidigal,29,77,77,0,muture
Yannick Deichmann,26,65,65,0,muture
Bruno Pittón,28,70,70,0,muture
Alexis Soto,27,69,69,0,muture
Jeison Lucumí,26,71,71,0,muture
Daniel Sundgren,30,71,71,0,muture
Santiago Mosquera,26,70,70,0,muture
Diego Zabala,29,71,71,0,muture
Fernando Zampedri,33,75,75,0,muture
Gen Shoji,28,71,71,0,muture
Yu Kobayashi,33,72,72,0,muture
Sei Muroya,27,69,69,0,muture
Milad Mohammadi,27,72,72,0,muture
Mikel Villanueva,28,72,72,0,muture
Ashley Westwood,31,76,76,0,muture
Sergio Escudero Palomo,31,78,78,0,muture
Leandro Cabrera,30,77,77,0,muture
Marco Davide Faraoni,29,77,77,0,muture
Nicolás Lodeiro,32,79,79,0,muture
Grant Hanley,29,74,74,0,muture
Jonson Clarke-Harris,26,70,70,0,muture
Paul-Georges Ntep,28,67,67,0,muture
Jeffrey Gouweleeuw,29,75,75,0,muture
Willy Boly,30,78,78,0,muture
Pavel Kadeřábek,29,78,78,0,muture
Joe Ralls,27,71,71,0,muture
Carlos Clerc Martínez,29,74,74,0,muture
Jorge Djaniny Tavares Semedo,30,74,74,0,muture
Jordan Ferri,29,77,77,0,muture
Taras Stepanenko,31,78,78,0,muture
David Moberg Karlsson,27,72,72,0,muture
Eugenio Mena,32,77,77,0,muture
Joshua Brenet,27,69,69,0,muture
Cristian Benavente,27,71,71,0,muture
Callum O'Dowda,26,70,70,0,muture
Flavien Tait,28,77,77,0,muture
Josh Harrop,25,66,66,0,muture
Alex Mowatt,26,73,73,0,muture
Leonel Miranda,27,74,74,0,muture
Armando Izzo,29,75,75,0,muture
Ángel Romero,28,76,76,0,muture
Deiver Machado,27,72,72,0,muture
Michael Barrios,30,73,73,0,muture
Ali Adnan,27,73,73,0,muture
Kevin Lasagna,28,73,73,0,muture
Cesar Fernando Silva Melo,31,75,75,0,muture
CJ Hamilton,26,67,67,0,muture
Karim Onisiwo,29,74,74,0,muture
Masaaki Murakami,28,68,68,0,muture
Ismael Dunga,28,62,62,0,muture
Nika Kvekveskiri,29,67,67,0,muture
Sebastián Sosa,34,77,77,0,muture
Roman Bezus,30,73,73,0,muture
Simon Hedlund,28,71,71,0,muture
Stefan Mitrović,31,73,73,0,muture
Dimitrios Siovas,32,74,74,0,muture
Bryan Rabello,27,69,69,0,muture
Mikel Agu,28,66,66,0,muture
Garry Mendes Rodrigues,30,75,75,0,muture
Callum McFadzean,27,62,62,0,muture
Damian Kądzior,29,71,71,0,muture
Martin Konczkowski,27,67,67,0,muture
Alexandru Chipciu,32,67,67,0,muture
José Ignacio Martínez García,32,73,73,0,muture
Alan Ruiz,27,69,69,0,muture
Hosam Aiesh,26,68,68,0,muture
Duane Holmes,26,69,69,0,muture
Rafael Carrascal,28,70,70,0,muture
Farid Díaz,37,69,69,0,muture
Ángel Zaldívar,27,67,67,0,muture
Diego González,33,73,73,0,muture
Julio Buffarini,32,71,71,0,muture
Carlos Auzqui,30,72,72,0,muture
Rémy Dugimont,35,71,71,0,muture
Ögmundur Kristinsson,32,69,69,0,muture
Salih Uçan,27,73,73,0,muture
Emmanuel Boateng,27,66,66,0,muture
César Fuentes,28,71,71,0,muture
Alejandro Silva,31,76,76,0,muture
Jorge Grant,26,68,68,0,muture
Gastón Silva,27,70,70,0,muture
Andrés Felipe Roa,28,74,74,0,muture
José Luis Sanmartín Mato,31,78,78,0,muture
Davide Santon,30,72,72,0,muture
Nemanja Gudelj,29,79,79,0,muture
Enzo Pérez,35,79,79,0,muture
Tom Barkhuizen,27,70,70,0,muture
Davy Klaassen,28,78,78,0,muture
Saido Berahino,27,65,65,0,muture
Jean-Daniel Akpa Akpro,28,75,75,0,muture
Darío Benedetto,31,76,76,0,muture
Hélder Wander Sousa Azevedo Costa,27,75,75,0,muture
Matías Rojas,25,74,74,0,muture
Ayoub El Kaabi,28,71,71,0,muture
Issam Jebali,29,66,66,0,muture
José Aja,28,66,66,0,muture
Jhon Mosquera,31,75,75,0,muture
Bjørn Johnsen,29,64,64,0,muture
Ousmane Fané,27,64,64,0,muture
Romario Benzar,29,64,64,0,muture
Gabriel Gudiño,28,69,69,0,muture
Douglas Arthur Armeira Bahia,29,74,74,0,muture
Raphael William Doninho Oliveira,21,64,64,0,muture
Daniel Lasure Briz,27,68,68,0,muture
Oleksandr Karavaev,29,73,73,0,muture
Gustavo Blanco Leschuk,29,71,71,0,muture
Víctor Ruiz Abril,27,68,68,0,muture
Matěj Hanousek,28,67,67,0,muture
Mourtada Fall,33,70,70,0,muture
Jérémy Mellot,27,71,71,0,muture
Fernando Torrent,29,72,72,0,muture
Vágner Silva de Souza,37,72,72,0,muture
Lior Refaelov,35,76,76,0,muture
Mathieu Valbuena,36,75,75,0,muture
Antonio Adán Garrido,34,81,81,0,muture
Romain Alessandrini,32,75,75,0,muture
Matías Suárez,33,78,78,0,muture
Ryad Boudebouz,31,75,75,0,muture
Jake Livermore,31,71,71,0,muture
Oscar De Marcos Arana,32,77,77,0,muture
Asier Illarramendi,31,79,79,0,muture
Edwin Cardona,28,76,76,0,muture
Will Grigg,29,64,64,0,muture
Youssef El Arabi,34,78,78,0,muture
Simon Makienok,30,68,68,0,muture
Lewis Dunk,29,79,79,0,muture
James Forrest,29,73,73,0,muture
Aïssa Mandi,29,79,79,0,muture
Onel Hernández,28,70,70,0,muture
Darlington Nagbe,30,76,76,0,muture
Neeskens Kebano,29,73,73,0,muture
Tyler Blackett,27,66,66,0,muture
Joe Bryan,27,73,73,0,muture
Fernando Marçal de Oliveira,32,76,76,0,muture
Sergi Samper Montañá,26,70,70,0,muture
Lukas Kübler,28,73,73,0,muture
Florent Mollet,29,76,76,0,muture
Sam Larsson,28,75,75,0,muture
Yasser Al Shahrani,29,73,73,0,muture
Paulo André Rodrigues Oliveira,29,77,77,0,muture
Rubén García Santos,27,79,79,0,muture
Darko Lazović,30,76,76,0,muture
Genki Haraguchi,30,74,74,0,muture
Paul Arriola,26,72,72,0,muture
Ibrahim Traoré,32,73,73,0,muture
André Luís Silva de Aguiar,27,67,67,0,muture
Saïd Bakari,26,67,67,0,muture
Jonathan Bay,28,70,70,0,muture
Ricardo Barbosa Pereira,27,83,83,0,muture
James Milner,35,78,78,0,muture
Andy Carroll,32,71,71,0,muture
Téji Savanier,29,81,81,0,muture
Fernando Luiz Rosa,36,81,81,0,muture
Bruno Martins Indi,29,73,73,0,muture
Rodrigo Moreno Machado,30,78,78,0,muture
Wissam Ben Yedder,30,83,83,0,muture
Bojan Krkić Pérez,30,67,67,0,muture
Simon Kjær,32,83,83,0,muture
Marko Arnautović,32,81,81,0,muture
Dušan Tadić,32,84,84,0,muture
Robbie Benson,29,64,64,0,muture
Santiago García,32,70,70,0,muture
Kelvin Mellor,30,61,61,0,muture
Camilo da Silva Sanvezzo,32,75,75,0,muture
Darren McGregor,35,64,64,0,muture
Linpeng Zhang,32,71,71,0,muture
Ryan Tafazolli,29,68,68,0,muture
Tomás Mejías Osorio,32,62,62,0,muture
Ryan Watson,27,62,62,0,muture
Kieron Freeman,29,65,65,0,muture
Bruno Uvini Bortolança,30,65,65,0,muture
Josh Morris,29,63,63,0,muture
Ollie Banks,28,63,63,0,muture
Lionel Carole,30,70,70,0,muture
Dominik Kaiser,32,69,69,0,muture
Jakub Słowik,29,67,67,0,muture
Adam Thompson,28,62,62,0,muture
Toni Šunjić,32,74,74,0,muture
Liam Boyce,30,70,70,0,muture
Uffe Bech,28,63,63,0,muture
Young Gwon Kim,31,71,71,0,muture
Valentin Eysseric,29,72,72,0,muture
Piotr Parzyszek,27,65,65,0,muture
Eriq Zavaleta,28,65,65,0,muture
Will Bruin,31,67,67,0,muture
Ziya Erdal,33,67,67,0,muture
Hernán Santana Trujillo,30,65,65,0,muture
Thorsten Röcher,30,68,68,0,muture
Kgosi Ntlhe,27,59,59,0,muture
Martin Angha,27,66,66,0,muture
Chris Forrester,28,66,66,0,muture
Long Tan,33,67,67,0,muture
Han Been Yang,29,69,69,0,muture
Ryan Tunnicliffe,28,65,65,0,muture
Lee Burge,28,64,64,0,muture
Yann Songo'o,29,63,63,0,muture
Curtis Good,28,69,69,0,muture
George Ray,27,63,63,0,muture
Aaron Amadi-Holloway,28,58,58,0,muture
Lass Bangoura,29,65,65,0,muture
Tommy Smith,29,71,71,0,muture
Chris Wood,29,77,77,0,muture
Ashley Young,35,75,75,0,muture
Leonardo Bonucci,34,85,85,0,muture
Daniel Wass,32,80,80,0,muture
Yuri Berchiche Izeta,31,82,82,0,muture
Javier Pastore,32,76,76,0,muture
Djibril Sidibé,28,77,77,0,muture
Fernando Lucas Martins,29,77,77,0,muture
Cristian Portugues Manzanera,29,80,80,0,muture
Clinton Mukoni Mata Pedro Lourenço,28,78,78,0,muture
Mateus Uribe,30,80,80,0,muture
Andrej Kramarić,30,82,82,0,muture
Issam Chebake,31,70,70,0,muture
Tim Rieder,27,64,64,0,muture
Alejandro Granell Nogué,32,72,72,0,muture
Rolando García Guerreño,31,69,69,0,muture
Stephen Dooley,29,62,62,0,muture
Sebastian Jacob,28,65,65,0,muture
Ricardo José Varzim Miranda,27,65,65,0,muture
Thomas Goiginger,28,73,73,0,muture
Leândro Messias dos Santos,37,63,63,0,muture
Luca Paganini,28,66,66,0,muture
Javier Cabrera,29,71,71,0,muture
Lucas Hoyos,32,74,74,0,muture
Daniel Ramírez Fernández,29,68,68,0,muture
Germán Lanaro,35,69,69,0,muture
Fábio Santos Martins,27,77,77,0,muture
Gabriel Alanís,27,71,71,0,muture
Iago Azevedo dos Santos,29,72,72,0,muture
Lei Li,29,69,69,0,muture
Miguel Filipe Nunes Cardoso,27,68,68,0,muture
Mohammed Al Kuwaykibi,26,70,70,0,muture
Christian Doidge,28,66,66,0,muture
Tiago Pagnussat,31,68,68,0,muture
Johnny Vidales,29,65,65,0,muture
Francisco Román Alarcón Suárez,29,82,82,0,muture
Jonathan Clauss,28,79,79,0,muture
Loris Karius,28,72,72,0,muture
Bouna Sarr,29,74,74,0,muture
Olivier Giroud,34,81,81,0,muture
Federico Bernardeschi,27,79,79,0,muture
Romelu Lukaku,28,86,86,0,muture
Domenico Berardi,26,83,83,0,muture
Lucas Digne,27,83,83,0,muture
Mahmoud Hassan,26,75,75,0,muture
Diego Biseswar,33,73,73,0,muture
Javier García,34,72,72,0,muture
Alex Pearce,32,68,68,0,muture
Craig Cathcart,32,72,72,0,muture
Eiji Kawashima,38,72,72,0,muture
Hugo Leonardo Silva Serejo,35,69,69,0,muture
Marcelo Moreno Martins,34,72,72,0,muture
Shaun Williams,34,65,65,0,muture
Maximiliano Pereira,37,68,68,0,muture
Jonny Howson,33,70,70,0,muture
James Henry,32,66,66,0,muture
Rui Pedro da Rocha Fonte,31,69,69,0,muture
Francisco Mérida Pérez,31,74,74,0,muture
Graham Burke,27,66,66,0,muture
Jesús Molina,33,69,69,0,muture
Richard Sukuta-Pasu,31,64,64,0,muture
Luis Montes,35,76,76,0,muture
Brek Shea,31,63,63,0,muture
Kyle Naughton,32,70,70,0,muture
Güray Vural,33,70,70,0,muture
James Holland,32,69,69,0,muture
Hugo González,30,70,70,0,muture
Matt Godden,29,70,70,0,muture
Ariel Borysiuk,29,64,64,0,muture
Paul-José Mpoku,29,71,71,0,muture
Emmanuel Rivière,31,67,67,0,muture
Mohamed Diamé,34,73,73,0,muture
Declan Rudd,30,68,68,0,muture
Fidel Chaves de la Torre,31,74,74,0,muture
Jimmy Durmaz,32,68,68,0,muture
Etrit Berisha,32,73,73,0,muture
Simone Colombi,30,68,68,0,muture
José Antonio Ríos Reina,31,70,70,0,muture
Daniel Hernández,35,68,68,0,muture
Korey Smith,30,69,69,0,muture
Rafael Pereira da Silva,29,76,76,0,muture
Enoch Kofi Adu,30,65,65,0,muture
Björn Bergmann Sigurðarson,30,69,69,0,muture
Aaron Lennon,34,74,74,0,muture
Aiden McGeady,35,69,69,0,muture
Salvatore Sirigu,34,79,79,0,muture
Shane Long,34,71,71,0,muture
Kevin Mirallas,33,71,71,0,muture
Denis Odoi,33,70,70,0,muture
Liam Cooper,29,76,76,0,muture
Ben Mee,31,78,78,0,muture
Christian Kabasele,30,74,74,0,muture
Shkodran Mustafi,29,74,74,0,muture
Joel Robles Blázquez,31,76,76,0,muture
Simone Verdi,28,74,74,0,muture
John Guidetti,29,71,71,0,muture
Viktor Fischer,27,72,72,0,muture
Jacob Murphy,26,74,74,0,muture
Joël Veltman,29,77,77,0,muture
Jonas Hector,31,78,78,0,muture
Pione Sisto,26,70,70,0,muture
Ager Aketxe Barrutia,27,72,72,0,muture
Davide Zappacosta,29,79,79,0,muture
Jordan Amavi,27,74,74,0,muture
Erce Kardeşler,27,68,68,0,muture
Désiré Segbe Azankpo,28,62,62,0,muture
Florian Michel,29,65,65,0,muture
Marin Aničić,31,66,66,0,muture
Hyun Jun Suk,30,67,67,0,muture
Teal Bunbury,31,66,66,0,muture
Giulio Donati,31,71,71,0,muture
Pajtim Kasami,29,73,73,0,muture
Collen Warner,33,64,64,0,muture
André Calisir,31,66,66,0,muture
Jon Taylor,28,64,64,0,muture
Franco Jara,32,71,71,0,muture
Alexander Kačaniklić,29,68,68,0,muture
Tom Bradshaw,28,69,69,0,muture
Wellington Alves da Silva,28,67,67,0,muture
Sergio Álvarez Díaz,29,75,75,0,muture
Young Sun Yun,32,67,67,0,muture
Tobias Kempe,32,72,72,0,muture
Willi Evseev,29,63,63,0,muture
Francisco García Solsona,28,67,67,0,muture
Balázs Megyeri,31,68,68,0,muture
Jens Cools,30,69,69,0,muture
Daniel Batz,30,67,67,0,muture
Emre Çolak,30,69,69,0,muture
Anaitz Arbilla Zabala,34,75,75,0,muture
Bruno González Cabrera,31,68,68,0,muture
Billy Bodin,29,66,66,0,muture
Tim Melia,35,70,70,0,muture
Jeong Ho Hong,31,74,74,0,muture
Max Power,27,68,68,0,muture
Soner Aydoğdu,30,72,72,0,muture
Hallam Hope,27,59,59,0,muture
Jordan Obita,27,68,68,0,muture
Mauro Quiroga,31,72,72,0,muture
Emmanuel Gigliotti,34,73,73,0,muture
Sean Murray,27,63,63,0,muture
Christoph Knasmüllner,29,70,70,0,muture
Bartłomiej Pawłowski,28,66,66,0,muture
Maxime Colin,29,71,71,0,muture
Afriyie Acquah,29,70,70,0,muture
Gabriel Torje,31,65,65,0,muture
George Moncur,27,67,67,0,muture
Elias Kachunga,29,65,65,0,muture
Steven Zellner,30,66,66,0,muture
Noë Dussenne,29,71,71,0,muture
Russell Teibert,28,65,65,0,muture
Gustav Wikheim,28,70,70,0,muture
Charlie Adam,35,68,68,0,muture
Wayne Hennessey,34,74,74,0,muture
Oier Olazábal Paredes,31,74,74,0,muture
Ricky van Wolfswinkel,32,69,69,0,muture
Joe Allen,31,71,71,0,muture
Johnny Russell,31,75,75,0,muture
Mame Diouf,33,73,73,0,muture
Francis Coquelin,30,80,80,0,muture
Nélson Miguel Castro Oliveira,29,73,73,0,muture
Markus Henriksen,28,72,72,0,muture
Víctor Ruiz Torre,32,78,78,0,muture
Christian Groß,32,69,69,0,muture
Necip Uysal,30,69,69,0,muture
Fredrik Ulvestad,29,70,70,0,muture
Nathaniel Mendez-Laing,29,68,68,0,muture
Jonas Martin,31,76,76,0,muture
Manolo Gabbiadini,29,75,75,0,muture
Bailey Wright,28,67,67,0,muture
Nicolas Pallois,33,77,77,0,muture
Jordi Masip López,32,75,75,0,muture
Christopher Schindler,31,73,73,0,muture
Vladimír Darida,30,75,75,0,muture
Valère Germain,31,73,73,0,muture
Tomáš Vaclík,32,80,80,0,muture
Stefan Schwab,30,75,75,0,muture
Isaac Kiese Thelin,29,72,72,0,muture
Kévin Manuel Rodrigues,27,75,75,0,muture
Lucas Eduardo dos Santos João,27,73,73,0,muture
Federico Ceccherini,29,74,74,0,muture
Josh Gordon,26,61,61,0,muture
Ayo Simon Okosun,27,63,63,0,muture
Oleg Danchenko,26,69,69,0,muture
Steffen Puttkammer,32,67,67,0,muture
Vassilios Lampropoulos,31,69,69,0,muture
Pablo Renan dos Santos,29,73,73,0,muture
Roberto Jesus Machado Beto Alves,31,72,72,0,muture
Redouane Kerrouche,27,65,65,0,muture
Malik Tchokounté,32,66,66,0,muture
Curtis Tilt,29,66,66,0,muture
Jonathan Sandoval,34,70,70,0,muture
Leonardo Sequeira,26,70,70,0,muture
Nikola Boranijašević,29,69,69,0,muture
Cleiton Augusto Oliveira Silva,34,67,67,0,muture
Cheye Alexander,26,62,62,0,muture
Brian Murphy,38,61,61,0,muture
Fernando Belluschi,37,69,69,0,muture
Andrés Eduardo Fernández Moreno,34,74,74,0,muture
Bradley Johnson,34,69,69,0,muture
Alfredo Talavera,38,78,78,0,muture
Philipp Tschauner,35,71,71,0,muture
Willem Janssen,34,71,71,0,muture
David Ousted,36,65,65,0,muture
Karim El Ahmadi,36,75,75,0,muture
Drew Moor,37,65,65,0,muture
Stéphane M'Bia,35,71,71,0,muture
Gustavo Cabral,35,73,73,0,muture
Anton Shunin,34,76,76,0,muture
Kenneth Vermeer,35,64,64,0,muture
Fraizer Campbell,33,67,67,0,muture
Mario Suárez Mata,34,72,72,0,muture
Gonzalo Bergessio,36,72,72,0,muture
José Ángel Crespo Rincón,34,71,71,0,muture
Adrian Mariappa,34,70,70,0,muture
James Tomkins,32,74,74,0,muture
Kyle McFadzean,34,70,70,0,muture
Stephen Quinn,35,63,63,0,muture
Rhys Williams,32,70,70,0,muture
Gonzalo Castro,36,73,73,0,muture
Halil Akbunar,27,74,74,0,muture
Dennis Srbeny,27,70,70,0,muture
Albion Vrenezi,27,67,67,0,muture
Pyry Soiri,26,61,61,0,muture
Liam Bridcutt,32,66,66,0,muture
Caner Erkin,32,73,73,0,muture
Jorge Andújar Moreno,34,70,70,0,muture
Sam Baldock,32,66,66,0,muture
Marcelo Díaz,34,76,76,0,muture
Adam Bodzek,35,69,69,0,muture
Adelino André Vieira de Freitas,35,71,71,0,muture
Vito Mannone,33,70,70,0,muture
Marlos Romero Bonfim,33,80,80,0,muture
Fredrik Gulbrandsen,28,72,72,0,muture
Juan Francisco Moreno Fuertes,32,73,73,0,muture
Matt Phillips,30,71,71,0,muture
Łukasz Skorupski,30,75,75,0,muture
Isaac Brizuela,30,72,72,0,muture
Andrea Bertolacci,30,74,74,0,muture
Daniel Ginczek,30,72,72,0,muture
Yunus Mallı,29,71,71,0,muture
Rogelio Funes Mori,30,77,77,0,muture
Mustafa Amini,28,65,65,0,muture
Guilherme Costa Marques,30,74,74,0,muture
Pablo Ceppelini,29,69,69,0,muture
Aiden O'Brien,27,65,65,0,muture
Stéphane Bahoken,29,73,73,0,muture
Lucas Andersen,26,73,73,0,muture
Raphael Holzhauser,28,72,72,0,muture
Abdoulaye Ba,30,66,66,0,muture
Mattia Valoti,27,71,71,0,muture
Christian Atsu,29,72,72,0,muture
Pietro Terracciano,31,73,73,0,muture
Moisés Gómez Bordonado,27,78,78,0,muture
Philipp Hofmann,28,73,73,0,muture
Filip Helander,28,73,73,0,muture
Miler Bolaños,31,72,72,0,muture
Kacper Przybyłko,28,72,72,0,muture
Gabriel Appelt Pires,27,76,76,0,muture
Mario Müller,29,62,62,0,muture
Liam Moore,28,68,68,0,muture
David López Silva,31,76,76,0,muture
José Luis García del Pozo,30,70,70,0,muture
Ryō Miyaichi,28,64,64,0,muture
Jasmin Kurtić,32,76,76,0,muture
Nahki Wells,31,68,68,0,muture
Marcel Franke,28,69,69,0,muture
Frédéric Veseli,28,68,68,0,muture
Felipe Gutiérrez,30,71,71,0,muture
Janis Blaswich,30,72,72,0,muture
Yassin Ayoub,27,67,67,0,muture
Jens Jønsson,28,74,74,0,muture
Adam Reach,28,70,70,0,muture
Julian Korb,29,67,67,0,muture
Xavier Mercier,31,75,75,0,muture
Phillipp Steinhart,28,66,66,0,muture
Iván Sánchez Aguayo,28,73,73,0,muture
Ibou Touray,26,64,64,0,muture
Michael Krmenčík,28,71,71,0,muture
Nouha Dicko,29,69,69,0,muture
Michael Ihiekwe,28,69,69,0,muture
Yannick Aguemon,29,66,66,0,muture
Stefan Ristovski,29,74,74,0,muture
Jordan Turnbull,26,65,65,0,muture
Jakub Świerczok,28,72,72,0,muture
Amari'i Bell,27,69,69,0,muture
Lucas Pedro Alves de Lima,29,72,72,0,muture
Óscar Plano Pedreño,30,74,74,0,muture
Danny Blum,30,71,71,0,muture
Adrien Thomasson,27,77,77,0,muture
Fahad Al Muwallad,26,67,67,0,muture
Muamer Tanković,26,72,72,0,muture
Bilal Başaçıkoğlu,26,67,67,0,muture
Craig Goodwin,29,73,73,0,muture
Alberto Brignoli,29,73,73,0,muture
Manuel Prietl,29,73,73,0,muture
Renato Steffen,29,76,76,0,muture
Niko Gießelmann,29,72,72,0,muture
Riccardo Fiamozzi,28,69,69,0,muture
Ben Osborn,26,72,72,0,muture
Robert Berić,30,70,70,0,muture
Roberto Insigne,27,71,71,0,muture
Gaëtan Paquiez,27,67,67,0,muture
Kemar Lawrence,28,70,70,0,muture
Alexander Alegría Moreno,28,66,66,0,muture
Abdulmajeed Al Sulayhim,27,68,68,0,muture
Chang Min Lee,27,71,71,0,muture
Ryan Hollingshead,30,71,71,0,muture
Gustavo da Silva Sousa,27,73,73,0,muture
Julius Biada,28,68,68,0,muture
Markus Ballmert,27,65,65,0,muture
Dyego Wilverson Ferreira Sousa,31,77,77,0,muture
Ahmet Oğuz,28,72,72,0,muture
Joevin Jones,29,67,67,0,muture
Younes Namli,27,73,73,0,muture
Jay Chapman,27,62,62,0,muture
Ivo Tiago Santos Rodrigues,26,73,73,0,muture
Cheikhou Dieng,27,67,67,0,muture
Dae Jung Kim,28,62,62,0,muture
Andrés Chávez,30,69,69,0,muture
Jack Muldoon,32,64,64,0,muture
Franco Costa,29,66,66,0,muture
Nick Anderton,25,62,62,0,muture
Şener Özbayraklı,31,69,69,0,muture
Famara Diédhiou,28,70,70,0,muture
Pablo Martinez,32,72,72,0,muture
Mickey Demetriou,30,64,64,0,muture
Juan Agudelo,28,65,65,0,muture
François Moubandje,31,69,69,0,muture
Jaroslav Zelený,28,72,72,0,muture
Mike Wunderlich,35,67,67,0,muture
Ciprian Deac,35,71,71,0,muture
Daniel Royer,31,71,71,0,muture
Jonas Knudsen,28,69,69,0,muture
Łukasz Gikiewicz,33,62,62,0,muture
Felicio Brown Forbes,29,65,65,0,muture
Andrew Tutte,30,61,61,0,muture
Nicolai Boilesen,29,72,72,0,muture
Sean Johnson,32,73,73,0,muture
Tomás Rincón,33,72,72,0,muture
Samba Sow,32,66,66,0,muture
Alejandro Bedoya,34,72,72,0,muture
Late Gao,30,79,79,0,muture
Marco Stiepermann,30,69,69,0,muture
Marco Rojas,29,68,68,0,muture
Maximilian Beister,30,65,65,0,muture
Francesco Bardi,29,73,73,0,muture
Simon Moore,31,70,70,0,muture
Yuto Nagatomo,34,71,71,0,muture
Charlie Austin,31,70,70,0,muture
Cheick Doukouré,28,69,69,0,muture
Iñigo Pérez Soto,33,75,75,0,muture
Sergio Araujo,29,74,74,0,muture
Paulus Arajuuri,33,67,67,0,muture
Óscar Murillo,33,75,75,0,muture
Raúl Rodríguez Navas,33,70,70,0,muture
Scott Bain,29,67,67,0,muture
Elbasan Rashani,28,71,71,0,muture
Vincent Pajot,30,71,71,0,muture
Gavin Massey,28,63,63,0,muture
Jake Forster-Caskey,27,67,67,0,muture
Florian Jozefzoon,30,66,66,0,muture
Barry Douglas,31,69,69,0,muture
Steven Skrzybski,28,67,67,0,muture
Cyrus Christie,28,71,71,0,muture
Elvis Manu,27,64,64,0,muture
Aden Flint,31,71,71,0,muture
Josh Vela,27,66,66,0,muture
Elliott Whitehouse,27,61,61,0,muture
Elliott Hewitt,27,62,62,0,muture
Conor Townsend,28,72,72,0,muture
Matty Kennedy,26,66,66,0,muture
Rubén Pardo Gutiérrez,28,70,70,0,muture
Carl McHugh,28,66,66,0,muture
Gary Mackay-Steven,30,67,67,0,muture
Philipp Klement,28,70,70,0,muture
Liam O'Neil,27,63,63,0,muture
Jermain Defoe,38,67,67,0,muture
Craig Gordon,38,73,73,0,muture
Tom Huddlestone,34,66,66,0,muture
Rubén Castro Martín,40,73,73,0,muture
Chung Yong Lee,32,71,71,0,muture
Tiago Manuel Dias Correia,30,73,73,0,muture
Gonzalo Castro,34,74,74,0,muture
Andreas Ulmer,35,74,74,0,muture
Domenico Criscito,34,75,75,0,muture
Ola Kamara,31,72,72,0,muture
Barry Bannan,31,72,72,0,muture
Alex Smithies,31,71,71,0,muture
Ron-Robert Zieler,32,73,73,0,muture
Keigo Higashi,30,66,66,0,muture
Gaku Shibasaki,29,69,69,0,muture
Christoph Monschein,28,67,67,0,muture
Shunki Takahashi,31,63,63,0,muture
